Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Murder/Non-negligent manslaughter,Murder/Non-negligent manslaughter - Race,Murder/Non-negligent manslaughter - Religion,Murder/Non-negligent manslaughter - Sexual orientation,	Murder/Non-negligent manslaughter - Gender,Murder/Non-negligent manslaughter - Gender Identity, Murder/Non-negligent manslaughter - Disability, 	Murder/Non-negligent manslaughter - Ethnicity/National origin,Murder/Non-negligent manslaughter - Ethnicity,Murder/Non-negligent manslaughter - National origin,Negligent manslaughter,Negligent manslaughter - Race,Negligent manslaughter - Religion,Negligent manslaughter - Sexual orientation,Negligent manslaughter - Gender,	Negligent manslaughter - Disability, Negligent manslaughter - Ethnicity/National origin,Sex offenses - Forcible,Sex offenses - Forcible - Race, Sex offenses - Forcible - Religion,Sex offenses - Forcible - Sexual orientation,Sex offenses - Forcible - Gender,	Sex offenses - Forcible - Disability,Sex offenses - Forcible - Ethnicity/National origin,Sex offenses - Non-forcible,Sex offenses - Non-forcible -Race,Sex offenses - Non-forcible - Religion,Sex offenses - Non-forcible - Sexual orientation,Sex offenses - Non-forcible - Gender,	Sex offenses - Non-forcible - Disability,Sex offenses - Non-forcible - Ethnicity/National origin,	Rape,Rape - Race, Rape - Religion,Rape - Forcible - Sexual orientation,Rape - Gender,Rape - Gender Identity,	Rape - Disability,Rape - Ethnicity,Rape - National origin,Fondling,Fondling - Race, Fondling - Religion,Fondling - Forcible - Sexual orientation,Fondling - Gender,Fondling - Gender Identity,	Fondling - Disability,Fondling - Ethnicity,Fondling - National origin,Incest,Incest - Race, Incest - Religion,Incest - Forcible - Sexual orientation,Incest - Gender,Incest - Gender Identity,	Incest - Disability,Incest - Ethnicity,Incest - National origin,Statutory rape,Statutory rape - Race, Statutory rape - Religion,Statutory rape - Forcible - Sexual orientation,Statutory rape - Gender,Statutory rape - Gender Identity,	Statutory rape - Disability,Statutory rape - Ethnicity,Statutory rape - National origin,Robbery,Robbery - Race,Robbery - Religion,Robbery - Sexual orientation,Robbery - Gender,Robbery - Gender Identity,Robbery - Disability,Robbery - Ethnicity/National origin,Robbery - Ethnicity,Robbery - National origin,Aggravated assault,Aggravated assault - Race,Aggravated assault - Religion,Aggravated assault - Sexual orientation,Aggravated assault - Gender,Aggravated assault - Gender Identity,Aggravated assault - Disability,Aggravated assault - Ethnicity/National origin,Aggravated assault - Ethnicity,Aggravated assault - National origin,Burglary,Burglary - Race,Burglary - Religion,Burglary - Sexual orientation,Burglary - Gender,Burglary - Gender Identity,Burglary - Disability,Burglary - Ethnicity/National origin,Burglary - Ethnicity,Burglary - National origin,Motor vehicle theft,Motor vehicle theft - Race,Motor vehicle theft - Religion,Motor vehicle theft - Sexual orientation,Motor vehicle theft - Gender,Motor vehicle theft - Gender Identity,Motor vehicle theft - Disability,Motor vehicle theft - Ethnicity/National origin,Motor vehicle theft - Ethnicity,Motor vehicle theft - National origin,Arson,Arson - Race,Arson - Religion,Arson - Sexual orientation,Arson - Gender,Arson - Gender Identity,Arson - Disability,Arson - Ethnicity/National origin,Arson - Ethnicity,Arson - National origin,Simple assault,Simple assault - Race,Simple assault - Religion,Simple assault - Sexual orientation,Simple assault - Gender,Simple assault - Gender Identity,Simple assault - Disability,Simple assault - Ethnicity/National origin,Simple assault - Ethnicity,Simple assault - National origin,Larceny-theft,Larceny-theft - Race,Larceny-theft - Religion,Larceny-theft - Sexual orientation,Larceny-theft - Gender,Larceny-theft - Gender Identity,Larceny-theft - Disability,Larceny-theft - Ethnicity/National origin,Larceny-theft - Ethnicity,Larceny-theft - National origin,Intimidation,Intimidation - Race,Intimidation - Religion,Intimidation - Sexual orientation,Intimidation - Gender,Intimidation - Gender Identity,Intimidation - Disability,Intimidation - Ethnicity/National origin,Intimidation - Ethnicity,Intimidation - National origin,Destruction/damage/ vandalism of property,Destruction/damage/ vandalism of property - Race,Destruction/damage/ vandalism of property - Religion,Destruction/damage/ vandalism of property - Sexual orientation,Destruction/damage/ vandalism of property - Gender,Destruction/damage/ vandalism of property - Gender Identity,Destruction/damage/ vandalism of property - Disability,Destruction/damage/ vandalism of property - Ethnicity/National origin,Destruction/damage/ vandalism of property - Ethnicity,Destruction/damage/ vandalism of property - National origin
2003,243601,Universidad Del Turabo,2,Yabucoa Campus,12418,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,243601,Universidad Del Turabo,3,Cayey Campus,12418,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,243601,Universidad Del Turabo,4,Naguabo Campus,12418,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,243601,Universidad Del Turabo,5,Isabela Campus,12418,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,243601,Universidad Del Turabo,1,Main Campus,13692,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,243601,Universidad Del Turabo,2,Yabucoa Campus,13692,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,243601,Universidad Del Turabo,3,Cayey Campus,13692,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,243601,Universidad Del Turabo,4,Naguabo Campus,13692,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,243601,Universidad Del Turabo,5,Isabela Campus,13692,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,243601,Universidad Del Turabo,1,Main Campus,14769,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,243601,Universidad Del Turabo,2,Yabucoa Campus,14769,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,243601,Universidad Del Turabo,3,Cayey Campus,14769,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,243601,Universidad Del Turabo,4,Naguabo Campus,14769,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,243601,Universidad Del Turabo,5,Isabela Campus,14769,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,243601,Universidad Del Turabo,1,Main Campus,15339,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,243601,Universidad Del Turabo,2,Yabucoa Campus,15339,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,243601,Universidad Del Turabo,3,Cayey Campus,15339,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,243601,Universidad Del Turabo,4,Naguabo Campus,15339,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,243601,Universidad Del Turabo,5,Isabela Campus,15339,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,243601,Universidad Del Turabo,6,Ponce Campus,15339,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,243601,Universidad Del Turabo,7,Barceloneta Campus,15339,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,243601,Universidad Del Turabo,1,Main Campus,15882,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,243601,Universidad Del Turabo,2,Yabucoa Campus,15882,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,243601,Universidad Del Turabo,3,Cayey Campus,15882,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,243601,Universidad Del Turabo,4,Naguabo Campus,15882,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,243601,Universidad Del Turabo,5,Isabela Campus,15882,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,243601,Universidad Del Turabo,6,Ponce Campus,15882,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,243601,Universidad Del Turabo,7,Barceloneta Campus,15882,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,243601,Universidad Del Turabo,1,Main Campus,16296,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,243601,Universidad Del Turabo,2,Yabucoa Campus,16296,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,243601,Universidad Del Turabo,3,Cayey Campus,16296,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,243601,Universidad Del Turabo,4,Naguabo Campus,16296,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,243601,Universidad Del Turabo,5,Isabela Campus,16296,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,243601,Universidad Del Turabo,6,Ponce Campus,16296,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,243601,Universidad Del Turabo,7,Barceloneta Campus,16296,0,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,243601,Universidad Del Turabo,1,Main Campus,16190,0,0,0,0,0,,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,
2009,243601,Universidad Del Turabo,2,Yabucoa Campus,16190,0,0,0,0,0,,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,
2009,243601,Universidad Del Turabo,3,Cayey Campus,16190,0,0,0,0,0,,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,,
